id,from_spare_info_id,to_spare_info_id,from_cached_spare_info,to_cached_spare_info,wrong,created_at,updated_at,notes,notes_invisible
753,1009165,1009166,2117PCA223 (FEBEST),1505650 (FORD),,2014-10-12 04:04:09.856818,2014-10-12 04:04:09.856818,,
755,1009169,1009170,2120GE (FEBEST),1311417 (FORD),,2014-10-12 04:04:10.406391,2014-10-12 04:04:10.406391,,
761,1009181,1009182,2123GER (FEBEST),1127648 (FORD),,2014-10-12 04:04:11.423793,2014-10-12 04:04:11.423793,,
762,1009183,1009184,2182GER (FEBEST),1146689 (FORD),,2014-10-12 04:04:11.745498,2014-10-12 04:04:11.745498,,
764,1009187,1009188,AS4575192RS (FEBEST),1524072 (FORD),,2014-10-12 04:04:12.261168,2014-10-12 04:04:12.261168,,
765,1009189,1009190,DAC40750037MKIT (FEBEST),1133023 (FORD),,2014-10-12 04:04:12.403109,2014-10-12 04:04:12.403109,,
767,1009193,1009194,FBGE (FEBEST),1115177 (FORD),,2014-10-12 04:04:12.848609,2014-10-12 04:04:12.848609,,
768,1009195,1009196,FDAB009 (FEBEST),1206474 (FORD),,2014-10-12 04:04:12.990399,2014-10-12 04:04:12.990399,,
769,1009197,1009198,FDAB010 (FEBEST),1214290 (FORD),,2014-10-12 04:04:13.128138,2014-10-12 04:04:13.128138,,
770,1009199,1009200,FDAB011 (FEBEST),1404976 (FORD),,2014-10-12 04:04:13.470127,2014-10-12 04:04:13.470127,,
772,1009203,1009204,FDAB014 (FEBEST),1202268 (FORD),,2014-10-12 04:04:14.707271,2014-10-12 04:04:14.707271,,
773,1009205,1009204,FDAB015 (FEBEST),1202268 (FORD),,2014-10-12 04:04:14.843032,2014-10-12 04:04:14.843032,,
780,1009217,1009218,FDABCA2R (FEBEST),1437191 (FORD),,2014-10-12 04:04:16.166213,2014-10-12 04:04:16.166213,,
785,1009227,1009228,FDCBGE (FEBEST),1094821 (FORD),,2014-10-12 04:04:17.281987,2014-10-12 04:04:17.281987,,
786,1009229,1009230,FDDGER (FEBEST),1151390 (FORD),,2014-10-12 04:04:17.639401,2014-10-12 04:04:17.639401,,
787,1009231,1009232,FDDMGE (FEBEST),1307842 (FORD),,2014-10-12 04:04:17.789584,2014-10-12 04:04:17.789584,,
791,1009239,1009240,FMGE (FEBEST),1123542 (FORD),,2014-10-12 04:04:18.446953,2014-10-12 04:04:18.446953,,
794,1009245,1009246,FSBGER (FEBEST),1124418 (FORD),,2014-10-12 04:04:19.043616,2014-10-12 04:04:19.043616,,
795,1009247,1009248,FSBMGEF (FEBEST),1118695 (FORD),,2014-10-12 04:04:19.455869,2014-10-12 04:04:19.455869,,
796,1009249,1009250,FSHBTC7 (FEBEST),1105883 (FORD),,2014-10-12 04:04:19.792655,2014-10-12 04:04:19.792655,,
797,1009251,1009252,FSSCA2R (FEBEST),1437051 (FORD),,2014-10-12 04:04:19.925124,2014-10-12 04:04:19.925124,,
798,1009253,1009254,FSSGER (FEBEST),1303625 (FORD),,2014-10-12 04:04:20.175195,2014-10-12 04:04:20.175195,,
801,1009259,1009260,VLMXC70RR (FEBEST),1435996 (FORD),,2014-10-12 04:04:20.708515,2014-10-12 04:04:20.708515,,
803,1009263,1009264,2120EQLOW (FEBEST),3665787 (FORD),,2014-10-12 04:04:20.99858,2014-10-12 04:04:20.99858,,
804,1009265,1009266,2121EQIN (FEBEST),3665759 (FORD),,2014-10-12 04:04:21.333851,2014-10-12 04:04:21.333851,,
805,1009267,1009268,2121EQOUT (FEBEST),3669093 (FORD),,2014-10-12 04:04:21.484298,2014-10-12 04:04:21.484298,,
806,1009269,1009270,FDRBEQ (FEBEST),3950873 (FORD),,2014-10-12 04:04:22.551575,2014-10-12 04:04:22.551575,,
807,1009271,1009272,FDSBEQ (FEBEST),3645501 (FORD),,2014-10-12 04:04:22.949626,2014-10-12 04:04:22.949626,,
808,1009273,1009274,MZABB2500L (FEBEST),4521290 (FORD),,2014-10-12 04:04:23.316482,2014-10-12 04:04:23.316482,,
812,1009281,1009282,2110FMA48 (FEBEST),4558415 (FORD),,2014-10-12 04:04:24.2743,2014-10-12 04:04:24.2743,,
813,1009283,1009284,2110FYA48 (FEBEST),4119948 (FORD),,2014-10-12 04:04:24.409767,2014-10-12 04:04:24.409767,,
814,1009285,1009286,2110TRC (FEBEST),4512588 (FORD),,2014-10-12 04:04:24.549917,2014-10-12 04:04:24.549917,,
815,1009287,1009288,2110TRCD (FEBEST),1383753 (FORD),,2014-10-12 04:04:24.935244,2014-10-12 04:04:24.935244,,
817,1009291,1009292,2111TC7RH (FEBEST),4371796 (FORD),,2014-10-12 04:04:25.217478,2014-10-12 04:04:25.217478,,
818,1009293,1009294,2111TRCLH (FEBEST),4511913 (FORD),,2014-10-12 04:04:25.55172,2014-10-12 04:04:25.55172,,
820,1009297,1009298,2120TR (FEBEST),4630551 (FORD),,2014-10-12 04:04:25.817917,2014-10-12 04:04:25.817917,,
822,1009301,1009302,2122TRLH (FEBEST),4059924 (FORD),,2014-10-12 04:04:26.260224,2014-10-12 04:04:26.260224,,
823,1009303,1009304,2122TRRH (FEBEST),4059923 (FORD),,2014-10-12 04:04:26.392964,2014-10-12 04:04:26.392964,,
824,1009305,1009306,2123TCR (FEBEST),1332463 (FORD),,2014-10-12 04:04:26.70167,2014-10-12 04:04:26.70167,,
826,1009309,1009310,2123TRR (FEBEST),4709303 (FORD),,2014-10-12 04:04:27.134897,2014-10-12 04:04:27.134897,,
828,1009313,1009314,2182TRF (FEBEST),1377907 (FORD),,2014-10-12 04:04:28.735268,2014-10-12 04:04:28.735268,,
829,1009315,1009316,2182TRR (FEBEST),1377911 (FORD),,2014-10-12 04:04:29.067852,2014-10-12 04:04:29.067852,,
830,1009317,1009318,ASFDF150 (FEBEST),7L1Z4635A (FORD),,2014-10-12 04:04:29.192888,2014-10-12 04:04:29.192888,,
832,1009321,1009322,FBTT9 (FEBEST),1377929 (FORD),,2014-10-12 04:04:29.567958,2014-10-12 04:04:29.567958,,
833,1009323,1009324,FDAB001 (FEBEST),1431075 (FORD),,2014-10-12 04:04:29.709558,2014-10-12 04:04:29.709558,,
835,1009327,1009328,FDAB003 (FEBEST),1526483 (FORD),,2014-10-12 04:04:30.152041,2014-10-12 04:04:30.152041,,
836,1009329,1009330,FDAB004 (FEBEST),4056004 (FORD),,2014-10-12 04:04:30.384705,2014-10-12 04:04:30.384705,,
837,1009331,1009332,FDAB005 (FEBEST),4098237 (FORD),,2014-10-12 04:04:30.745041,2014-10-12 04:04:30.745041,,
838,1009333,1009334,FDAB019 (FEBEST),4041524 (FORD),,2014-10-12 04:04:30.934772,2014-10-12 04:04:30.934772,,
839,1009335,1009336,FDAB020 (FEBEST),1370728 (FORD),,2014-10-12 04:04:31.051239,2014-10-12 04:04:31.051239,,
840,1009337,1009338,FDABCONS (FEBEST),4366976 (FORD),,2014-10-12 04:04:31.284719,2014-10-12 04:04:31.284719,,
842,1009341,1009342,FDABTRS (FEBEST),4131788 (FORD),,2014-10-12 04:04:31.518007,2014-10-12 04:04:31.518007,,
844,1009345,1009346,FDCBTT9 (FEBEST),4104708 (FORD),,2014-10-12 04:04:31.934994,2014-10-12 04:04:31.934994,,
845,1009347,1009348,FDDTR (FEBEST),4041449 (FORD),,2014-10-12 04:04:32.051679,2014-10-12 04:04:32.051679,,
846,1009349,1009350,FDSSTR (FEBEST),4706416 (FORD),,2014-10-12 04:04:32.16831,2014-10-12 04:04:32.16831,,
847,1009351,1009352,FDTT9 (FEBEST),1383523 (FORD),,2014-10-12 04:04:32.493423,2014-10-12 04:04:32.493423,,
848,1009353,1009354,FMBTT9R (FEBEST),1330122 (FORD),,2014-10-12 04:04:32.777546,2014-10-12 04:04:32.777546,,
849,1009355,1009356,FMTR (FEBEST),4519492 (FORD),,2014-10-12 04:04:33.351947,2014-10-12 04:04:33.351947,,
851,1009359,1009360,FRKBTRLH (FEBEST),4602027 (FORD),,2014-10-12 04:04:33.593269,2014-10-12 04:04:33.593269,,
852,1009361,1009362,FRKBTRRH (FEBEST),4602026 (FORD),,2014-10-12 04:04:33.919112,2014-10-12 04:04:33.919112,,
854,1009365,1009366,FSBTRR (FEBEST),4041490 (FORD),,2014-10-12 04:04:34.219805,2014-10-12 04:04:34.219805,,
856,1009369,1009370,FSHBTT9 (FEBEST),1434150 (FORD),,2014-10-12 04:04:34.752716,2014-10-12 04:04:34.752716,,
872,1009400,1009401,0301CMF (FEBEST),45022S1AE51 (HONDA),,2014-10-12 04:04:38.488522,2014-10-12 04:04:38.488522,,
874,1009404,1009405,0301RD9F (FEBEST),45022SX0J02 (HONDA),,2014-10-12 04:04:38.737812,2014-10-12 04:04:38.737812,,
877,1009410,1009411,0310022 (FEBEST),44306SM4984 (HONDA),,2014-10-12 04:04:39.236116,2014-10-12 04:04:39.236116,,
878,1009412,1009413,0310022A50 (FEBEST),44306SM4J84 (HONDA),,2014-10-12 04:04:39.546281,2014-10-12 04:04:39.546281,,
880,1009416,1009417,0310057 (FEBEST),44305SCVA51 (HONDA),,2014-10-12 04:04:39.804606,2014-10-12 04:04:39.804606,,
883,1009422,1009423,0310CGA50 (FEBEST),44014S1AE01 (HONDA),,2014-10-12 04:04:40.930087,2014-10-12 04:04:40.930087,,
885,1009426,1009427,0310RD1RA50 (FEBEST),42330S0E306 (HONDA),,2014-10-12 04:04:41.371728,2014-10-12 04:04:41.371728,,
886,1009428,1009429,0310RD5R (FEBEST),42330S9A305 (HONDA),,2014-10-12 04:04:41.496782,2014-10-12 04:04:41.496782,,
887,1009430,1009431,0311CFLH (FEBEST),44310SM4901 (HONDA),,2014-10-12 04:04:41.630145,2014-10-12 04:04:41.630145,,
888,1009432,1009433,0311CL20LH (FEBEST),44310SEAE00 (HONDA),,2014-10-12 04:04:41.746857,2014-10-12 04:04:41.746857,,
889,1009434,1009435,0311CL20RH (FEBEST),44310SEAE90 (HONDA),,2014-10-12 04:04:42.088613,2014-10-12 04:04:42.088613,,
891,1009438,1009439,0311CRVMTRH (FEBEST),44310S84A50 (HONDA),,2014-10-12 04:04:42.597318,2014-10-12 04:04:42.597318,,
892,1009440,1009441,0311CRVRR (FEBEST),42320S0E300 (HONDA),,2014-10-12 04:04:42.778176,2014-10-12 04:04:42.778176,,
894,1009444,1009445,0311HRVMTRH (FEBEST),44310S0A300 (HONDA),,2014-10-12 04:04:44.162702,2014-10-12 04:04:44.162702,,
897,1009450,1009451,0315CU2 (FEBEST),44017TA0A50 (HONDA),,2014-10-12 04:04:44.753781,2014-10-12 04:04:44.753781,,
898,1009452,1009453,0317121 (FEBEST),44017SAP900 (HONDA),,2014-10-12 04:04:44.89546,2014-10-12 04:04:44.89546,,
901,1009458,1009459,0317PFD (FEBEST),44018S6M000 (HONDA),,2014-10-12 04:04:45.412119,2014-10-12 04:04:45.412119,,
902,1009460,1009461,0317PRE20 (FEBEST),44018S0KC21 (HONDA),,2014-10-12 04:04:45.54887,2014-10-12 04:04:45.54887,,
903,1009462,1009463,0320313 (FEBEST),51460SV4000 (HONDA),,2014-10-12 04:04:45.945708,2014-10-12 04:04:45.945708,,
906,1009468,1009469,0320CU2R (FEBEST),52520TL0E01 (HONDA),,2014-10-12 04:04:46.571218,2014-10-12 04:04:46.571218,,
908,1009472,1009473,0320RA6D (FEBEST),51220SM4013 (HONDA),,2014-10-12 04:04:46.995656,2014-10-12 04:04:46.995656,,
909,1009474,1009475,0321CFLH (FEBEST),53560SX0013 (HONDA),,2014-10-12 04:04:47.129104,2014-10-12 04:04:47.129104,,
910,1009476,1009477,0321CFRH (FEBEST),53540SX0013 (HONDA),,2014-10-12 04:04:47.254328,2014-10-12 04:04:47.254328,,
914,1009484,1009485,0322CF (FEBEST),53010S0A910 (HONDA),,2014-10-12 04:04:48.262133,2014-10-12 04:04:48.262133,,
915,1009486,1009487,0322CG (FEBEST),53600S1AG11 (HONDA),,2014-10-12 04:04:48.841186,2014-10-12 04:04:48.841186,,
917,1009490,1009491,0322CL2 (FEBEST),53010S0D911 (HONDA),,2014-10-12 04:04:49.816284,2014-10-12 04:04:49.816284,,
923,1009502,1009503,0323020 (FEBEST),52320SFYJ01 (HONDA),,2014-10-12 04:04:50.983298,2014-10-12 04:04:50.983298,,
924,1009504,1009505,0323021 (FEBEST),52325SFYJ01 (HONDA),,2014-10-12 04:04:51.125081,2014-10-12 04:04:51.125081,,
930,1009516,1009517,0324CL7UPR (FEBEST),51450SDAA01 (HONDA),,2014-10-12 04:04:52.592248,2014-10-12 04:04:52.592248,,
931,1009518,1009519,0324CU2UPL (FEBEST),51520TA0A03 (HONDA),,2014-10-12 04:04:52.734173,2014-10-12 04:04:52.734173,,
933,1009522,1009523,0324RA6UPL (FEBEST),51460S84A01 (HONDA),,2014-10-12 04:04:53.051129,2014-10-12 04:04:53.051129,,
935,1009526,1009527,0325ACCF3 (FEBEST),52390S0A923 (HONDA),,2014-10-12 04:04:53.573102,2014-10-12 04:04:53.573102,,
936,1009528,1009529,0325ACCL7 (FEBEST),52390SEA013 (HONDA),,2014-10-12 04:04:53.892626,2014-10-12 04:04:53.892626,,
938,1009532,1009533,0325CL7LOW (FEBEST),52350SEA000 (HONDA),,2014-10-12 04:04:55.271799,2014-10-12 04:04:55.271799,,
939,1009534,1009535,0325CL7TRLH (FEBEST),52375SEAE00 (HONDA),,2014-10-12 04:04:55.421249,2014-10-12 04:04:55.421249,,
940,1009536,1009537,0325CL7TRRH (FEBEST),52370SEAE00 (HONDA),,2014-10-12 04:04:55.577027,2014-10-12 04:04:55.577027,,
941,1009538,1009539,0325CL7UP (FEBEST),52380SEA000 (HONDA),,2014-10-12 04:04:55.837855,2014-10-12 04:04:55.837855,,
944,1009544,1009545,0374RD1LF (FEBEST),45235SL0003 (HONDA),,2014-10-12 04:04:56.371494,2014-10-12 04:04:56.371494,,
945,1009546,1009547,0374RD1UF (FEBEST),45262SL0003 (HONDA),,2014-10-12 04:04:56.51,2014-10-12 04:04:56.51,,
947,1009550,1009551,0374RD5LR (FEBEST),43262S04003 (HONDA),,2014-10-12 04:04:56.763114,2014-10-12 04:04:56.763114,,
948,1009552,1009553,0374RD5UF (FEBEST),45235S9VA11 (HONDA),,2014-10-12 04:04:57.040291,2014-10-12 04:04:57.040291,,
950,1009556,1009557,0375CL7R (FEBEST),01473SM4010 (HONDA),,2014-10-12 04:04:57.605398,2014-10-12 04:04:57.605398,,
952,1009560,1009561,0375GH3F (FEBEST),01463SZ5000 (HONDA),,2014-10-12 04:04:57.938648,2014-10-12 04:04:57.938648,,
954,1009564,1009565,0376CF3R (FEBEST),43215S84A51 (HONDA),,2014-10-12 04:04:58.402853,2014-10-12 04:04:58.402853,,
955,1009566,1009567,0376CLF (FEBEST),45216SM4003 (HONDA),,2014-10-12 04:04:58.544604,2014-10-12 04:04:58.544604,,
956,1009568,1009569,0376RD5F (FEBEST),45216TA0A01 (HONDA),,2014-10-12 04:04:58.880627,2014-10-12 04:04:58.880627,,
957,1009570,1009571,0376RD5R (FEBEST),43215S9A003 (HONDA),,2014-10-12 04:04:59.170115,2014-10-12 04:04:59.170115,,
958,1009572,1009573,0382CE1F (FEBEST),44200SN7008 (HONDA),,2014-10-12 04:04:59.480627,2014-10-12 04:04:59.480627,,
959,1009574,1009575,0382CFA50R (FEBEST),42200S0AN51 (HONDA),,2014-10-12 04:05:00.566146,2014-10-12 04:05:00.566146,,
960,1009576,1009577,0382CL7F (FEBEST),44600SDAA10 (HONDA),,2014-10-12 04:05:00.797243,2014-10-12 04:05:00.797243,,
961,1009578,1009579,0382CL7R (FEBEST),42200SEA951 (HONDA),,2014-10-12 04:05:02.206624,2014-10-12 04:05:02.206624,,
962,1009580,1009581,0382CLA50R (FEBEST),42200S1AE01 (HONDA),,2014-10-12 04:05:02.356056,2014-10-12 04:05:02.356056,,
963,1009582,1009583,0382CU2R (FEBEST),42200TL0G51 (HONDA),,2014-10-12 04:05:02.647359,2014-10-12 04:05:02.647359,,
964,1009584,1009585,0382CUMR (FEBEST),42200TA0A51 (HONDA),,2014-10-12 04:05:03.416084,2014-10-12 04:05:03.416084,,
965,1009586,1009587,0382CWA48R (FEBEST),42200SED951 (HONDA),,2014-10-12 04:05:03.570841,2014-10-12 04:05:03.570841,,
966,1009588,1009589,0382RD1F (FEBEST),44600S47000 (HONDA),,2014-10-12 04:05:03.697355,2014-10-12 04:05:03.697355,,
967,1009590,1009591,0382UA4A50R (FEBEST),42200S7A008 (HONDA),,2014-10-12 04:05:04.006119,2014-10-12 04:05:04.006119,,
969,1009594,1009595,0384002 (FEBEST),90113SJK901 (HONDA),,2014-10-12 04:05:04.631829,2014-10-12 04:05:04.631829,,
970,1009596,1009597,0387CF3 (FEBEST),13404PT0003 (HONDA),,2014-10-12 04:05:05.038655,2014-10-12 04:05:05.038655,,
971,1009598,1009599,0387CL (FEBEST),14510PGEA01 (HONDA),,2014-10-12 04:05:05.16567,2014-10-12 04:05:05.16567,,
973,1009602,1009603,0387GH (FEBEST),14510P2A003 (HONDA),,2014-10-12 04:05:05.824164,2014-10-12 04:05:05.824164,,
977,1009610,1009611,0387YF4KIT (FEBEST),31170RKB005 (HONDA),,2014-10-12 04:21:22.045441,2014-10-12 04:21:22.045441,,
978,1009612,1009613,0388YD2 (FEBEST),31190RCAA02 (HONDA),,2014-10-12 04:21:22.264134,2014-10-12 04:21:22.264134,,
985,1009626,1009627,95BBY42560606X (FEBEST),91252692003 (HONDA),,2014-10-12 04:21:24.701741,2014-10-12 04:21:24.701741,,
992,1009640,1009641,95HBY35620812R (FEBEST),91206PL3A02 (HONDA),,2014-10-12 04:21:27.514306,2014-10-12 04:21:27.514306,,
993,1009642,1009643,95HBY40580811R (FEBEST),91206PX5003 (HONDA),,2014-10-12 04:21:27.723854,2014-10-12 04:21:27.723854,,
996,1009648,1009649,95PAY35500912X (FEBEST),91203P6R003 (HONDA),,2014-10-12 04:21:28.37723,2014-10-12 04:21:28.37723,,
997,1009650,1009651,95PAY40560912C (FEBEST),91201P6R003 (HONDA),,2014-10-12 04:21:28.669061,2014-10-12 04:21:28.669061,,
1002,1009660,1009661,AS3858152RS (FEBEST),91057SH3000 (HONDA),,2014-10-12 04:21:30.067715,2014-10-12 04:21:30.067715,,
1016,1009688,1009689,DAC38740040 (FEBEST),44300S3P008 (HONDA),,2014-10-12 04:21:35.91085,2014-10-12 04:21:35.91085,,
1017,1009690,1009691,DAC45844042 (FEBEST),42200S3VA01 (HONDA),,2014-10-12 04:21:36.14399,2014-10-12 04:21:36.14399,,
1018,1009692,1009693,DAC45844042M (FEBEST),44300S0A003 (HONDA),,2014-10-12 04:21:36.462606,2014-10-12 04:21:36.462606,,
1019,1009694,1009695,DAC48864042M (FEBEST),44300SDAA51 (HONDA),,2014-10-12 04:21:36.612183,2014-10-12 04:21:36.612183,,
1026,1009707,1009708,HAB008 (FEBEST),51450SEAE01 (HONDA),,2014-10-12 04:21:39.563703,2014-10-12 04:21:39.563703,,
1029,1009713,1009714,HAB036 (FEBEST),51810SV4004 (HONDA),,2014-10-12 04:21:40.254989,2014-10-12 04:21:40.254989,,
1030,1009715,1009716,HAB077 (FEBEST),52368SM4004 (HONDA),,2014-10-12 04:21:40.430234,2014-10-12 04:21:40.430234,,
1031,1009717,1009718,HAB078 (FEBEST),52400SM4043 (HONDA),,2014-10-12 04:21:40.75597,2014-10-12 04:21:40.75597,,
1032,1009719,1009720,HAB079 (FEBEST),52622SN7003 (HONDA),,2014-10-12 04:21:40.947305,2014-10-12 04:21:40.947305,,
1034,1009723,1009724,HAB082 (FEBEST),51393S1AE01 (HONDA),,2014-10-12 04:21:41.474248,2014-10-12 04:21:41.474248,,
1035,1009725,1009726,HAB085 (FEBEST),52350S1AE00 (HONDA),,2014-10-12 04:21:41.84026,2014-10-12 04:21:41.84026,,
1036,1009727,1009728,HAB086 (FEBEST),52622SEA014 (HONDA),,2014-10-12 04:21:42.657952,2014-10-12 04:21:42.657952,,
1037,1009729,1009726,HAB087 (FEBEST),52350S1AE00 (HONDA),,2014-10-12 04:21:42.995814,2014-10-12 04:21:42.995814,,
1039,1009732,1009733,HAB091 (FEBEST),51393TP6A01 (HONDA),,2014-10-12 04:21:43.500288,2014-10-12 04:21:43.500288,,
1040,1009734,1009735,HAB092 (FEBEST),51810TP6A01 (HONDA),,2014-10-12 04:21:43.73142,2014-10-12 04:21:43.73142,,
1045,1009743,1009744,HAB097 (FEBEST),52360SEAE10 (HONDA),,2014-10-12 04:21:44.851085,2014-10-12 04:21:44.851085,,
1046,1009745,1009746,HAB100 (FEBEST),52215SEAE02 (HONDA),,2014-10-12 04:21:45.1491,2014-10-12 04:21:45.1491,,
1047,1009747,1009748,HAB101 (FEBEST),52372SL5000 (HONDA),,2014-10-12 04:21:46.399873,2014-10-12 04:21:46.399873,,
1048,1009749,1009750,HAB102 (FEBEST),52365SM4004 (HONDA),,2014-10-12 04:21:46.7584,2014-10-12 04:21:46.7584,,
1049,1009751,1009752,HAB123 (FEBEST),53685S1AE01 (HONDA),,2014-10-12 04:21:46.891249,2014-10-12 04:21:46.891249,,
1050,1009753,1009754,HAB124 (FEBEST),53685SDAA01 (HONDA),,2014-10-12 04:21:47.191493,2014-10-12 04:21:47.191493,,
1052,1009757,1009758,HAB137 (FEBEST),50260SEAE01 (HONDA),,2014-10-12 04:21:48.508303,2014-10-12 04:21:48.508303,,
